"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q3_K_L.gguf","llama 7B Q3_K - Large","3596369920","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:40:27Z","3299350444","3418465149","176.303955","66.915994"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q3_K_L.gguf","llama 7B Q3_K - Large","3596369920","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:40:55Z","3582961060","6576247","35.724722","0.065582"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_0.gguf","llama 7B Q4_0","3825065984","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:41:28Z","1378708647","1220265503","567.643686","332.808091"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_0.gguf","llama 7B Q4_0","3825065984","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:41:38Z","2822422674","49608264","45.360390","0.792004"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_1.gguf","llama 7B Q4_1","4238008320","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:42:11Z","1289912241","662003623","459.573043","183.578769"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_1.gguf","llama 7B Q4_1","4238008320","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:42:21Z","2978413329","24251949","42.977794","0.348456"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_K_S.gguf","llama 7B Q4_K - Small","3855998976","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:42:52Z","786371408","104766510","658.609627","84.836680"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_K_S.gguf","llama 7B Q4_K - Small","3855998976","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:42:58Z","3237320613","38235373","39.542529","0.464686"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_K_M.gguf","llama 7B Q4_K - Medium","4080263168","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:43:11Z","631667149","5564393","810.595593","7.172547"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q4_K_M.gguf","llama 7B Q4_K - Medium","4080263168","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:43:14Z","3534969479","224909094","36.305764","2.267140"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_0.gguf","llama 7B Q5_0","4650950656","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:43:25Z","2196665928","17244044","233.090058","1.825673"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_0.gguf","llama 7B Q5_0","4650950656","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:43:59Z","5571829856","9653867","22.972750","0.039815"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_1.gguf","llama 7B Q5_1","5063892992","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:44:17Z","4521563636","289342794","113.542952","7.219466"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_1.gguf","llama 7B Q5_1","5063892992","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:45:03Z","5823162154","15114905","21.981283","0.057062"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_K_S.gguf","llama 7B Q5_K - Small","4650950656","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:45:48Z","971627072","251553119","554.748663","161.925729"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_K_S.gguf","llama 7B Q5_K - Small","4650950656","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:45:54Z","4206559025","94517081","30.438805","0.676553"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_K_M.gguf","llama 7B Q5_K - Medium","4782415872","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:46:34Z","848030567","45143295","604.904663","32.498830"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q5_K_M.gguf","llama 7B Q5_K - Medium","4782415872","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:46:40Z","4415933052","85001142","28.993071","0.555169"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q6_K.gguf","llama 7B Q6_K","5528453120","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:47:25Z","1238568807","388768454","439.421750","125.797711"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q6_K.gguf","llama 7B Q6_K","5528453120","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:47:32Z","4720857223","124033321","27.126019","0.702210"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q8_0.gguf","llama 7B Q8_0","7160348672","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-07-13T08:48:27Z","1185557227","317259345","450.519406","104.592338"
"efb3036c1","9985","Intel(R) Xeon(R) 6759P-C","","CPU","/home/shared/models/gguf-models/Llama-2-7b-chat-hf-GGUF/Llama-2-7b-chat-hf.Q8_0.gguf","llama 7B Q8_0","7160348672","6738415616","2048","512","120","0x0","0","50","f16","f16","-1","0","layer","0","0","-1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-07-13T08:48:35Z","4949088654","10607353","25.863427","0.055499"
